UtfRoSHPShDwNBc1lLlZbw,Dingho,MO,38.5689735,-90.3378223,3.5,42,0
wH3UmxaHNV_Aj59A8g-yYg,China Wok,NJ,39.756599,-75.353474,3.0,17,4
rKlPSPn0wF5tkCrWZzBnbA,Audubon Ale House,PA,40.1280682,-75.433067,2.5,36,1
zJdQwRbI7p0bH_60sfBSYA,Subway,MO,38.5026410247,-90.4449960697,2.5,13,2
IKXaAODca0KYqr8Fo4sgjw,Gaby’s Station Pizza,PA,39.9282246,-75.1568413,4.0,11,0
sLgIenN5t-fFALQUkOvCyQ,Ralph's Market,NJ,39.9627366,-74.9498684,4.5,19,3
Okp9reNh6b53JwtjTlQAdw,Jack in the Box,ID,43.5937796423,-116.213413775,1.5,18,0
Yeef_hlUbSIRWog3dVortg,Parrilla Grill,ID,43.6298459,-116.2031504,3.0,139,0
S0TBIuX2tkMjM0SCILJrtw,Day Break Eggs,PA,39.9387267,-75.1923844,4.5,22,0
auH0BAgcZwxuQFKmvwy5PQ,Chef Tony Macaroni,FL,28.011989,-82.4601919,5.0,5,3
vsQT6ru-kMuQrEiadapIlQ,LeBrane's Creole Cuisine & Catering,LA,29.9162193029,-90.1419844106,4.5,17,3
LnQRfj3pPz0369stRnwUWw,Sushi Ushi,FL,27.9370758833,-82.2590851463,4.5,256,2
9L4MIONrA5qwZYJd5Ji8eA,Tokyo Mandarin,NJ,39.7596911,-75.3548363,3.5,42,4
U0ICWpbd1C0GD9SpIv3bSA,Outback Steakhouse,FL,27.9384740106,-82.3183461208,3.5,165,2
L-YdO_NODKXXT3bkS0nUpg,RumFish Grill,FL,27.732229,-82.746455,3.5,664,0
17Y8circEnkMMXKfLo8Ztg,Bitar's,PA,39.9346516,-75.1602726,4.0,154,0
S2Ho8yLxhKAa26pBAm6rxA,Creole House Restaurant & Oyster Bar,LA,29.9522129,-90.0671158,4.0,1594,0
Swjkmg5qAHT6hwXQRWQoHQ,Tampa Bay Brewing Company Westchase,FL,28.0378445013,-82.6476599503,4.0,476,5
kBDcEKcbWcPn_MQewb5mJg,Arby's Restaurants,MO,38.639909,-90.2437806,2.5,13,5
CA5BOxKRDPGJgdUQ8OUOpw,Maynards,AZ,32.2230921164,-110.96662733,4.0,608,2
wHiPhPVuGnngEieDBMG00g,Mellow Mushroom - Brandon,FL,27.9222603996,-82.3286704227,4.0,391,2
jfIWqMrdWnPNORcDnQ7VNg,Chili's,NV,39.5325979,-119.863847,3.0,188,3
yLIn3po-fKb0T3UIoJdiyQ,Famoso Neapolitan Pizzeria,AB,53.54153,-113.5247,4.0,117,0
cqGHHh6nkP46p_MnUaD0yg,Dickies BBQ,FL,28.1939789615,-82.3540767535,3.0,15,1
ivmKTD7lUjsGU7smNOL81A,"Pizza Twist - Greenwood, IN",IN,39.6349858712,-86.0848651775,3.5,46,2
W3pOGK9qIZJbA6CS0HRNcQ,HotBox Pizza,IN,39.8695839,-86.1456129,3.0,107,1
yfHAv4seGavxYebzUgtZrg,Guaterico Deli,NJ,40.2134659,-74.753501,4.0,6,0
z5YxP_jyIU7dRKUA7V_H0w,Cily Chicken Rice,PA,39.955545,-75.1554729,4.5,68,0
t1P8sQvq-XkljRDPocBZSQ,Bruno's Pizza & Restaurant,NJ,39.89429,-75.059645,4.0,104,3
DGvkU7CkdBs6lNbncQmF3A,Franklin's,PA,40.0110062,-75.189062,3.5,129,0
MF5-JPr0auUkY_WLTTVUaA,Tacodelphia,PA,39.9448608451,-75.1652079004,4.0,240,0
6kPHr6gZaU9732ptn9gJrA,La Guerrerita Mexican Food,CA,34.4359054,-119.8230676,4.0,128,0
wXvbqjS9g9461rnxSCqcag,Nam Viet Vietnamese Cuisine,FL,27.84598,-82.7005,4.0,6,0
vD2jzpPv4iyOLKzITscGvA,Farmhaus Restaurant,MO,38.604131,-90.3041457,4.0,324,0
s29wxFmnoRdckDjwmPi1RA,Sushi Sho Rexley,FL,27.7739625,-82.6357933,4.5,121,0
H-ShuZET0m9IkCv-L9zFXA,Dairy Queen,IN,39.7824020708,-86.0082985,2.0,9,4
UfjOESkPzTXkV2o5suvkBg,Wawa,NJ,39.9435732,-74.9689149,4.5,11,3
ql9pGsVnj0ZWAsHxO0myaQ,H & T's Homecooking,TN,36.0878881,-86.6483203,4.0,129,3
nX2105_S9lUhB5rbhC2n2w,Donut Drive-In,MO,38.5921995,-90.3028367,4.5,268,0
UbnXqLQe-QFG8hf-Suor4Q,Trim-Rite Meats,NJ,39.7563672,-75.1101403,4.0,21,1
ypXuDmnnPxnfP8a0qLsiEg,M.L.Rose Craft Beer & Burgers - Sylvan Park,TN,36.152474,-86.840534,3.5,378,1
EYihmDxqVkspEaXgCorISQ,QDOBA Mexican Eats,IN,39.9122914838,-86.2608343363,3.5,21,3
3DDRYqCzc3Yhh7WOpNh7tg,El Limon,PA,40.0027825,-75.2222705,4.0,12,0
zgaaJ6jAhKpWCtQRryJfVQ,Devito's Pizza IV,NJ,40.2037482,-74.7502687,4.0,5,0
zdG9d52hqH0JIk65LQzcaA,McDonald's,NJ,39.8373782253,-75.0885714591,2.0,34,1
_O_KBH1MStcUkS1xk5pxsg,Franny Lou's Porch,PA,39.9835674,-75.1293858,4.5,68,0
3J8PwNptOmUSwPI6WTTaiw,Keshet Kitchen,PA,39.9404826,-75.1507871,4.5,11,0
zDEzXNbn84HD0lR0KD0seg,Szechuan Hill Chinese Restaurant,PA,39.9570895447,-75.3206777573,3.5,53,2
Wap4vDPNHNGSG_SIanQolA,Super China Buffet,IN,39.863261,-85.969627,3.5,38,4
1T9F7iLDFAYWJvif1RKneg,Saigon Restaurant,IN,39.8245077,-86.2395526,4.0,421,3
A-8K66Kx7fMXkayG_3zdJQ,la Madeleine,LA,30.0095891,-90.15963,3.5,126,2
fgCDIVM8-PLgJuhxePt2MQ,Be Well Bakery & Cafe,PA,40.2107765,-75.0116925,4.5,5,3
lH3tplAcbNrNL0nJoyXCNA,Keke's Breakfast Cafe,FL,28.0714552,-82.4268348,4.5,163,3
xkgbgwTlkhzwo4ya_eIW-g,Cafe Du Monde,LA,30.0059172371,-90.1573632995,4.0,127,2
MPY4UwRBU_wYxlaYViIHMw,Sonic Drive-In,TN,35.9632992,-86.7998180865,3.5,20,0
RjISdNawGnpjsewMTSGgsA,KASUMI SUSHI,PA,39.9102554,-75.1869588,4.0,55,0
aG7LRLXT9iLh59QT-2gaTw,Buena Vista - Ardmore,PA,40.008333,-75.2913337,4.0,58,2
plYv1QpBDnLJ8cOtvZvmfA,10th Street Diner,IN,39.7811068,-86.1096286,4.5,127,5
Knd4u3v3I_6SbAzp_gbXaQ,Mr. Sebas,FL,28.0166144,-82.123249,3.5,20,2
I13c2-Yo7hn2BKwCI81HSQ,Bellacino's Pizza & Grinders,MO,38.59159,-90.29389,3.5,72,0
NsbA31abl8CvYFs6P6kpyw,Popeyes Louisiana Kitchen,PA,40.1159729282,-75.3474167611,2.0,32,2
x4XdNhp0Xn8lOivzc77J-g,Thai Place Restaurant,PA,40.1326346939,-75.5332256005,4.5,222,1
iHdrLu8deF5GceB0V1rPhA,Oliver's,CA,34.4213337,-119.6449814,4.5,313,5
rli_orteha_lGm72qnrgGg,Sarku Japan,IN,39.631866,-86.11975,3.5,7,2
c3_lkH7CAglbcIyyXthTcg,Tony Soprano's Pizza,NJ,39.8520593,-75.1249159,2.5,43,1
IjtKwA7njLjTvZr0nFSLeA,Kuba ,FL,27.7435201,-82.7506397,4.0,230,0
O9W0Qs32RL5kU2_9oqZCKQ,Pho Hoan Pasteur,AB,53.4596423757,-113.4331740439,3.5,32,4
kxX2SOes4o-D3ZQBkiMRfA,Zaika,PA,40.0798480557,-75.025079772,4.0,181,3
8Zfo-9ZQWwC85wyBcRDb_Q,Chilispot,MO,38.6724614,-90.341001,4.5,117,0
hYonVJe6xzVBHHT2FLo4zg,312 Pizza Company,TN,36.177051,-86.787824,3.5,532,1
MUQDp-1rzSN3lCjUycNLug,Dunkin',PA,39.9385148,-75.1981973,2.0,16,0
oiSVxgRNjdcdzKPOBIR6PQ,Daddy’s Pizza,TN,36.2077886,-86.7840899,3.5,7,1
9ErL3RgoLljuSZdDmk-iRw,Earls Kitchen + Bar,AB,53.511678,-113.322023,3.5,43,1
