ljxNT9p0y7YMPx0fcNBGig,Tony's Restaurant & 3rd Street Cafe,IL,38.896563,-90.1862032987,3.0,94,1
EuRGgOwJ0g1vTj2R04j37Q,Crafty Crab,IL,38.6012982,-89.9896835,2.5,14,4
zjQDk4tZyhEroyqtkgvx0g,The Cobblestone Eatery and Drinkery,IL,38.6041071,-89.8085329,3.5,52,3
gI34hM-873fwF1XQ8hOaSg,Joe’s Pizza and Pasta,IL,38.9491828,-90.1903059,4.0,17,1
FzelkV3vzxkRgBmVSIqALA,Edley’s,IL,38.7733254332,-89.9929298076,3.0,34,5
24Rr4ALt3fDNROR5LEgp0g,Imo's Pizza,IL,38.9226213,-90.1925518,2.5,22,1
IS0B5nLJPluVT8NwGgospA,Cheddar's Scratch Kitchen,IL,38.5965175492,-89.9841942417,2.5,187,4
G0jHNZzhiHWCYZmZWCg-6w,Downtown Diner,IL,38.7013636,-90.1472908,4.0,8,0
q3AbKPlzrqbUh8tz26vsdQ,Wendy's,IL,38.5293592,-90.0356064,2.0,7,4
YWcH3SLyRIBHIBBgudqZLw,Taco Bell,IL,38.5532348,-90.1661599,1.5,8,2
bQKqeYwaHNal7JFAXzCMFg,Super Gyros,IL,38.5170210269,-89.9513851956,4.5,79,4
3bmrxhqVpB5XCg-4j6y39A,McDonald's,IL,38.5175290922,-89.9490435503,1.5,19,4
YKpZ2Ml0NZoYZ5eb3r_Cdg,Valentine's Restaurant,IL,38.4242058,-89.9087975,4.0,30,3
47PQER5Q4OVmQhVZGE5nJg,Mexico Tipico,IL,38.5987159,-89.8081851,4.5,26,3
1CRaUspmxoegNBUnLkBAyA,Li Chinese Reaturant,IL,38.5443273542,-89.9841293629,3.0,27,4
c6xp1swmd-_P87kt3xggDA,Taco Bell,IL,38.888951,-90.17685,1.0,16,1
N44roXfLNkBdpINQDjEFOQ,Carisilo's Mexican Restaurant,IL,38.695337,-89.9666906,4.0,65,5
f_6cI4MdPem_48WgD1Ofcw,Clara B's Kitchen Table,IL,38.4749780415,-89.9908761308,5.0,5,4
6nhKTMtbqY4NPr-QFxQNoA,Golden Corral Buffet & Grill,IL,38.574025,-89.9238064,2.5,38,3
Ho0uAnaLL57On7enESYfeA,Imo's Pizza,IL,38.5932761,-89.9910013,2.5,22,4
46fEorqn2nVbxdclHdHdKg,Gentelin's On Broadway,IL,38.8902684,-90.183487,4.0,69,1
M4vYPpkKcPxfZvebDv0ugg,Taco Bell,IL,38.732182,-89.899187,2.0,10,5
WHFYn-b52ApOFymcKuGoFw,Steak-Out,IL,38.5410303,-90.0022302,4.0,20,4
A0zZI5AnaeK4-vKoc9ABmg,Aroy Thai,IL,38.5738228,-89.9310173,3.5,157,3
VPZk3uYLXAc1pn3XDjWQVw,Arby's,IL,38.523756,-90.031249,2.5,7,4
0bzkJPZaxJI0aWh20ayBJQ,Subway,IL,38.4616615265,-90.0929554558,1.5,6,2
at5w9OCM1ex1Y4mWCQB2Bw,Jimmy John's,IL,38.7196001,-90.1223392,2.5,9,0
BDYL4lMlT6fpKgiNlJRclA,Red Lobster,IL,38.600549,-89.992023,3.0,79,4
mx1_2BxcIbZ1RKsGG_UPHg,Good Times Saloon,IL,38.520564,-90.2099959,3.0,11,2
tBnPLFSvHuyNgurZGN8dYg,QDOBA Mexican Eats,IL,38.677024,-90.0153666,3.0,19,0
CybXMwlaK0mrjpg7D0mdJA,Wood Bakery,IL,38.5913571,-89.9114148,4.0,40,3
bxjOSldtLatq7jX4j0lKuQ,Taco Bell,IL,38.5921557583,-89.9510618445,2.0,18,3
SGtB-yzWcFn0laOGaFhdnA,The Franchise Sports Bar & Grill,IL,38.8679343,-90.0865422,3.5,16,1
DszOO6k_s2wuGhTw2AsUdA,Olive Garden Italian Restaurant,IL,38.601598,-89.987977,3.0,97,4
7euWu2NslP7Qz1GVTBhlEw,Captain D's,IL,38.516857,-89.9561086403,3.0,12,4
5D-Gjagh385iopO3xqjjIQ,McDonald's,IL,38.6131177,-90.0457877,1.5,37,0
0homyPnPv_UhgIFFMpYXJQ,QuikTrip,IL,38.7817075548,-89.950378011,4.5,13,5
nADvg01owuB6eCy5PjobFQ,Fire-n-Smoke Wood River,IL,38.86588,-90.06946,4.0,24,1
