6GePX4W6Cl8LD68zUq_MAA,Rachael's Nosheri,PA,39.951262,-75.172332,3.5,135,0
nMLZh1mfsg9RpmwtIAlq4A,Krispy Kreme,ID,43.6188654,-116.355354,2.5,64,2
jW8RwU6gT4v3enWnAWICng,Keke's Breakfast Cafe,FL,28.1839949,-82.4359409,4.0,126,1
choA-QS1y1AvU2BtG035Bg,Domino's Pizza,TN,36.1502554,-86.6668732,2.5,23,5
cJyQrgGznIyz8yvyeuaRyg,Bao & Noodle,LA,29.968579599999998,-90.0548755,4.0,196,0
0KTwW1eC1YAjR-zDr8w4jA,New Orleans Hamburger & Seafood Co,LA,29.9268988,-90.0996134,3.5,233,3
AKAYI-HTy78i4Tr_n8UEYw,Redheaded Stranger,TN,36.1850434812,-86.7679008135,4.0,214,1
jfZqwEGa0uqG4WjkYQhF8g,Fiesta Mexicana,NV,39.6235407,-119.8826954,3.5,150,3
VZqrQ1dEOUWp-A1hNsdZBw,Encore,PA,39.9738587,-75.2045457,4.0,9,0
17jOGjSdNMAnVkgBxle4Aw,Port of Subs,NV,39.4782954,-119.7872807,3.5,26,0
KdmepBjShqm-8twsvA3Q7A,Gaetano's the Original,NJ,40.0156977,-74.8888137,3.5,118,2
af-YVNsIta9NbKCohBcZVQ,Grandma Sally's,FL,28.2369459,-82.7214459,4.0,34,4
fVThNAFP6X10Rm8x-IGHCA,Tijuana Flats,FL,27.8657905,-82.6425291,4.0,123,0
-B_2jHrwV2nWNqdoWtBC8A,RIZE - Indianapolis,IN,39.9119906,-86.1177247,4.5,344,1
yy5-YZpI5cdV9NcnOrLLoQ,Freshii,PA,39.957233145800004,-75.1994814724,2.5,6,0
JFCjMxAV_Strse0F47tRng,Roman Pantry,NJ,39.7121454,-75.4495165,4.0,30,4
dOznUZMHH1YxtWfz8O3GOA,Pasadena Bar & Grill,FL,27.7626000044,-82.7346161443,4.5,9,0
thlyktt2c7v1DyOpSVSibw,Scarlett Begonia,CA,34.4235294,-119.7062569,4.0,897,2
